,project_Name,category_name,funding_period_start,funding_period_end,no_days,starter_location,currency,money_pledged,goal,no_backers
1431,"AERIAL ART, get involved, just hours left",Art,May 7 2013,May 26 2013,18,"Newquay, UK",£,1170,550,68
1432,Chewed Up Spit Out & Forgotten: The Gum Spotting Experience,Art,Sep 14 2013,Nov 10 2013,57,"Key West, FL",$,9205,6800,47
1433,"Little Free Library - Abbotsford, British Columbia",Public Art,Sep 9 2013,Oct 9 2013,30,"Abbotsford, Canada",CA$,791,365,65
1434,Crassus Makes a Sketch Comedy Album!,Performance Art,Aug 29 2013,Oct 8 2013,40,"Chicago, IL",$,2412,1500,55
1435,Reflections of a Beautiful Life Home Decor Collection,Mixed Media,Oct 29 2013,Nov 13 2013,15,"Raleigh, NC",$,534,524,15
1436,Clothing with a Message,Art,Oct 24 2013,Nov 9 2013,16,"Miami, FL",$,3510,3500,37
1437,Revive Chinese Lion Dance in Fresno CA!,Performance Art,Jan 22 2014,Feb 17 2014,25,"Fresno, CA",$,2200,2000,26
1438,ALBA DREAMS,Mixed Media,Jan 6 2014,Feb 5 2014,30,"Troon, UK",£,2010,2000,16
1439,philoSophie's in NYC,Illustration,Feb 6 2014,Mar 13 2014,35,"Rochester, NY",$,6269,3000,133
1440,Heaven by Your Side,Performance Art,Feb 9 2013,Mar 11 2013,30,"Nashville, TN",$,5056,4500,101
1441,wacSMASH'd! 2013,Performance Art,Dec 15 2012,Jan 20 2013,35,"Los Angeles, CA",$,4193,3000,73
1442,I Want Your Skull,Painting,Mar 11 2013,Apr 8 2013,28,"Casco, WI",$,319,300,8
1443,"Flowers, [Ninja Funding]",Illustration,Mar 27 2013,Apr 6 2013,10,"San Francisco, CA",$,3081,3000,88
1444,Desert Visions,Art,Jun 4 2013,Jul 4 2013,30,"Marfa, TX",$,3215,3000,51
1445,Teatime Wonder Game,Performance Art,May 6 2013,May 24 2013,17,"London, UK",£,1013,1000,39
1446,Wall Street Government,Public Art,May 20 2014,Jun 9 2014,20,"Los Angeles, CA",$,7225,7200,48
1447,East vs. West - Biggie vs. Tupac Original Paintings,Painting,May 7 2014,Jun 6 2014,30,"Los Angeles, CA",$,3985,3600,64
1448,Art for Prayer and Peace: A Bridge to Oneness,Installations,Oct 15 2014,Nov 18 2014,33,"San Francisco, CA",$,30134,30000,125
1449,It's a trap!,Illustration,Aug 1 2014,Aug 31 2014,30,"Salt Lake City, UT",$,410,400,10
1450,"COCOON: A Public Space Sculpture in Goutte d'Or, Paris",Public Art,Sep 4 2014,Sep 30 2014,26,"Paris, France",$,7513,7500,103
1451,ArtPrize 2014 #goGRGfilter Mask Project,Mixed Media,Aug 14 2014,Sep 13 2014,30,"Grand Rapids, MI",$,380,300,8
1452,"Creating Art through Maine, Nova Scotia, and Newfoundland",Art,Sep 10 2014,Sep 19 2014,9,"Boston, MA",$,3003,2900,17
1453,HeartMoss Pottery Studio,Ceramics,Aug 27 2014,Sep 26 2014,30,"Independence, VA",$,2430,2000,36
1454,Glass Project for Chicago International Exhibition!,Sculpture,Sep 2 2014,Sep 9 2014,6,"Toledo, OH",$,2180,2000,23
1455,The Art of Jason Lenox - Volume 2,Illustration,Mar 7 2014,Apr 6 2014,30,"State College, PA",$,627,450,29
1456,Mural Extension at Compton Avenue Elementary School,Public Art,Apr 24 2014,May 16 2014,22,"Compton, CA",$,1027,975,17
1457,"alone we play, job creators",Mixed Media,May 15 2014,Jun 12 2014,28,"Los Angeles, CA",$,1634,1500,62
1458,Mi Barrio,Art,May 27 2014,Jun 17 2014,21,"Cartagena, Colombia",£,545,500,27
1459,I AM AN ARTS LOVER,Art,Jun 26 2014,Jul 20 2014,23,"Pittsburgh, PA",$,18283,17000,133
1460,Introducing Art History to Inmates,Art,Jun 16 2014,Jul 20 2014,33,"Mérida, Mexico",$,1267,1100,34
1461,Vintage Science Art - Recreating the works of the masters!,Illustration,Jun 16 2014,Jul 16 2014,30,"South Brisbane, AU",AU$,559,500,17
1462,Drawn Home Prints,Art,Jun 30 2014,Jul 30 2014,30,"New York, NY",$,2620,1500,17
1463,A Girl's Dream...Art Across The Country.,Painting,Jul 21 2014,Sep 1 2014,41,"Denver, CO",$,1025,1000,20
1464,Changing the Medium.,Painting,Sep 9 2014,Oct 9 2014,30,"Hotchkiss, CO",$,1885,1500,22
1465,Make GENERATORproject’s Member’s Space member friendly,Art,Oct 11 2014,Nov 10 2014,30,"Dundee, UK",£,1516,1500,77
1466,Conserving Thangkas in the Kingdom of Bhutan,Textiles,Sep 16 2014,Oct 17 2014,30,"Thimphu, Bhutan",$,3491,3200,53
1467,The Road to Artwalk...Begins with the First Step,Painting,Mar 9 2014,Apr 8 2014,30,"Birmingham, AL",$,1000,850,14
1468,Balance: An Art and Yoga Studio for Children and Families,Art,Mar 7 2014,Mar 27 2014,20,"Chattanooga, TN",$,12450,12000,92
1469,Pingala - Sculpture on the River,Sculpture,Apr 24 2014,May 24 2014,30,"Burlington, VT",$,4101,3750,38
1470,COOL DOG ANNUAL STICKER FUND 2014,Conceptual Art,Apr 25 2014,May 25 2014,30,"Providence, RI",$,3533,1000,134
1471,Flock'dance Initiatives,Performance Art,Apr 21 2014,May 21 2014,30,"New York, NY",$,9527,9000,165
1472,Between Two Worlds: Poured Paperworks by Sarah Brayer,Art,Jun 25 2014,Jul 25 2014,30,"Niagara Falls, NY",$,5037,5000,19
1473,Create Street Art Banners with the Bothwell Arts Center,Art,May 21 2014,Jun 20 2014,30,"Livermore, CA",$,2862,2750,27
1474,GMBLMZ @ BRC 2014,Sculpture,May 21 2014,Jun 20 2014,30,"Seattle, WA",$,3230,3000,69
1475,Heyokah Art House (ARI); 1st Birthday Celebration!,Art,Sep 14 2014,Oct 15 2014,30,"Ubud, Indonesia",AU$,6790,6600,50
1476,Every Child an Artist,Art,Aug 11 2014,Sep 5 2014,25,"Pantelleria, Italy",$,3740,3000,46
1477,Money For Nothing,Conceptual Art,Jul 21 2014,Aug 20 2014,30,"London, UK",£.,1100,10,2
1478,Staging History: Performance art in the Arab world,Performance Art,Sep 18 2014,Oct 27 2014,39,"Greater London, UK",£,17158,15000,109
1479,Himezawa: Japan Debut!,Performance Art,Aug 6 2014,Sep 10 2014,35,"Tokyo, Japan",£,1108,750,20
1480,Welcome to Twin Peaks Press,Illustration,Aug 23 2014,Sep 22 2014,30,"Chicago, IL",$,1783,800,45
1481,Help Lauren Get to Art Book Club's September Show!,Public Art,Aug 7 2014,Aug 19 2014,12,"Somerville, MA",$,615,450,21
1482,"Earth, Soul, and FIRE! Getting the GLAZE on!",Art,Apr 10 2014,May 10 2014,30,"Sonora, CA",$,2629,2500,33
1483,Walk-In Camera Obscura,Public Art,Apr 11 2014,Apr 24 2014,13,"Wheaton, IL",$,361,350,18
1484,The Monument Quilt Tour,Public Art,Apr 6 2014,May 9 2014,32,"Washington, DC",$,15560,15000,302
1485,"Five Tries- a play by Andrew Saito, directed by Addie Gorlin",Performance Art,May 12 2014,Jun 9 2014,27,"San Francisco, CA",$,1570,1500,36
1486,La Fragua Artist Residency,Art,Jun 5 2014,Jul 5 2014,30,"Cordoba, Spain",$,565,500,13
1487,$ Distribution,Performance Art,Jun 23 2014,Jul 25 2014,31,"Santa Fe, NM",$,1150,1000,36
1488,Bronze box turtles. Or are they tortoises?,Sculpture,Aug 13 2014,Sep 12 2014,30,"Santa Fe, NM",$,4893,435,36
1489,The RETURN Experience at Burning Man 2014,Art,Aug 13 2014,Aug 20 2014,7,"Black Rock City, NV",$,2280,1500,31
1490,Florida State Park Plein Air Tour,Painting,Oct 1 2014,Oct 31 2014,30,"Orlando, FL",$,1505,1500,7
1491,Make the Downtown Springfield Mural Permanent,Painting,Apr 2 2014,May 17 2014,45,"Springfield, VT",$,655,600,29
1492,Faces of Myers Park High School,Public Art,Apr 9 2014,May 9 2014,30,"Charlotte, NC",$,2770,2500,59
1493,Sam and Aaron - A Puppy Love Story by Gary Hansen,Illustration,Jun 6 2015,Jul 6 2015,30,"Salt Lake City, UT",$,2595,2450,70
1494,365 Landscapes,Painting,May 23 2014,Jun 25 2014,33,"Wales, UK",£,4320,3500,54
1495,"Norlynne, Artist in Residence at A.I.R., Vallauris, France",Art,Jul 24 2014,Aug 23 2014,30,"Vallauris, France",$,4180,3000,22
1496,The Space Wench's Final Voyage! (BM 2014),Art,Jul 22 2014,Aug 7 2014,16,"Los Angeles, CA",$,2980,2500,70
1497,Empty Walls Street Art Festival Cardiff,Public Art,Jul 22 2014,Sep 1 2014,40,"Cardiff, UK",£,1846,1500,88
1498,Elaine's Ink,Illustration,Mar 10 2014,Apr 23 2014,43,"Interlochen, MI",$,1025,1000,28
1499,Extreme Color Printing,Mixed Media,Apr 19 2015,May 24 2015,35,"Middlebury, VT",$,4000,3500,30
1500,4th Annual PRHBTN Street Art Festival,Public Art,Jul 16 2014,Aug 15 2014,30,"Lexington, KY",$,10778,10000,94
1501,Collaborative Drawing Project,Art,Jul 16 2014,Aug 5 2014,20,"New York, NY",$,1515,1500,79
1502,Kailash and Manasarovar Self-Portrait Project,Conceptual Art,Jul 31 2014,Aug 18 2014,18,"Kathmandu, Nepal",$,3399,2500,28
1503,Keep 4heads and Governors Island Art Fair Strong & Strange!,Art,Sep 6 2014,Oct 6 2014,30,"New York, NY",$,20286,15000,179
1504,Motorcycles & Masterminds Show,Painting,Mar 23 2014,Apr 6 2014,14,"Mankato, MN",$,985,750,35
1505,Illuminated,Conceptual Art,Aug 7 2014,Sep 6 2014,30,"London, UK",£,5449,4750,55
1506,An Etching Press for IS Projects,Art,Sep 15 2014,Oct 6 2014,21,"Fort Lauderdale, FL",$,6560,6200,28
1507,Treehouse Library,Installations,Jun 10 2014,Jul 10 2014,30,"Auburn, AL",$,230,150,16
1508,Graphic Pop Art | Bespoke & Custom Art,Digital Art,Jul 30 2014,Aug 29 2014,30,"East Sussex, UK",£,3466,2500,20
1509,Send us to SIERAAD! An International Jewelry Art Fair,Art,Aug 27 2014,Oct 6 2014,40,"Amsterdam, Netherlands",$,4620,4500,45
1510,Fairy Tale Postcards,Art,Mar 21 2014,Apr 11 2014,20,"Grove City, PA",$,1194,500,49
1511,Deux Chevaux,Performance Art,Mar 24 2014,May 23 2014,59,"London, UK",£,3011,3000,25
1512,Mayday Space,Art,Nov 8 2014,Dec 9 2014,31,"Brooklyn, NY",$,40699,40000,538
1513,New Mexico Paintings 2014,Painting,May 8 2014,Jun 7 2014,29,"Silver City, NM",$,1020,800,9
1514,In Memory of the Magic,Painting,May 4 2014,Jun 3 2014,30,"Cottonwood, AZ",$,1818,1750,33
1515,Summer Sustainability Institute,Performance Art,Jun 9 2014,Jun 18 2014,9,"Ypsilanti, MI",$,1261,1170,5
1516,Painting the Planet One Ocean at a Time: The Arctic,Art,Aug 4 2014,Sep 3 2014,30,"Longyearbyen, Svalbard and Jan Mayen",$,9842,6500,55
1517,Original Art/Prints - For You!,Mixed Media,Jun 19 2014,Jul 9 2014,20,"Los Angeles, CA",$,286,75,11
1518,Garden of Creativity Public Mural near Cinder by Sector 17,Painting,Jun 25 2014,Aug 24 2014,60,"Garden City, ID",$,6121,5750,37
1519,100 Character Designs,Digital Art,Jul 9 2014,Aug 8 2014,30,"O'Fallon, St. Louis, MO",$,565,500,11
1520,INK House- Zygote Press's New Contract Printmaking Studio!,Art,Nov 12 2014,Dec 13 2014,31,"Cleveland, OH",$,15256,15000,158
1521,Creating spectacular meals for the Artists at Burning Man,Art,Jul 14 2010,Aug 15 2010,31,,$,5000,4250,66
1522,Design for the First World Competition,Conceptual Art,Apr 15 2010,Jun 9 2010,55,,$,3635,3500,69
1523,The Chronocrator Project,Painting,Dec 2 2010,Jan 31 2011,60,"Los Angeles, CA",$,12125,12000,91
1524,Do you see what I see?,Art,Aug 8 2011,Oct 7 2011,60,"Denver, CO",$,2066,2000,43
1525,"Making Art in the Spring, what a wonderful Thing",Painting,Nov 24 2010,Jan 8 2011,45,"Pittsburgh, PA",$,2888,2300,57
1526,"Alex Menocal: New York City, 2011(and you get original art)",Art,Nov 20 2010,Dec 20 2010,30,"Chicago, IL",$,6158,4500,102
1527,Helix Spire ~ Burning Man 2010,Sculpture,Jun 27 2010,Aug 8 2010,41,"Seattle, WA",$,1680,1500,59
1528,The Black Rock City International Post Office,Illustration,Sep 23 2010,Nov 28 2010,66,"Sparks, NV",$,1160,1125,24
1529,The Degenerate Craft Fair,Performance Art,Oct 12 2010,Nov 2 2010,20,"New York, NY",$,1247,750,30
1530,[5]art :: a catalogue of past events,Art,Apr 7 2010,May 24 2010,46,"Tampa, FL",$,1645,1500,39
1531,DoubleCross Candle holders by Kenneth Nilson,Sculpture,Dec 24 2009,Feb 28 2010,66,"New York, NY",$,7325,7000,43
1532,Have Sticks Will Travel World Tour,Sculpture,Nov 5 2009,Dec 22 2009,46,Project We Love,$,3443,2500,74
1533,Brooklyn Brainery Needs a Home!,Art,Apr 13 2010,Jul 2 2010,80,"Brooklyn, NY",$,9629,9500,204
1534,A Proper Heating System,Painting,Mar 7 2010,Apr 7 2010,30,"New York, NY",$,6118,5000,92
1535,Create a Home for Alternative Comedy in Philly,Performance Art,May 13 2010,Jun 26 2010,44,"Philadelphia, PA",$,15420,10000,233
1536,"""Why We Smile"" - A smile becomes truly beautiful when free of pain and fear.",Mixed Media,Jun 18 2010,Aug 2 2010,45,,$,3820,3480,36
1537,London performance art: an analysis of censorship,Art,Mar 8 2011,Mar 20 2011,11,"London, UK",$,900,820,13
1538,The Memory Booth: an Interactive Body-Memory Installation,Performance Art,Apr 16 2011,Jun 15 2011,60,"Amsterdam, Netherlands",$,1152,1000,35
1539,Critical Mass,Art,Feb 22 2011,Mar 26 2011,32,"Ann Arbor, MI",$,2836,1500,33
1540,OFFENDING THE AUDIENCE,Art,Feb 24 2011,Mar 24 2011,28,"Los Angeles, CA",$,2035,1600,36
1541,Metuchen's Mystical Magical Junebug ArtFest,Art,Mar 16 2011,Apr 26 2011,40,"Metuchen, NJ",$,2640,2500,64
1542,"THE LABORATORY - ""MEN WITHOUT NAMES""",Art,Mar 21 2011,Apr 15 2011,24,"Los Angeles, CA",$,5870,5000,55
1543,You Are There: Carnegiea Gigantea at Burning Man 2011,Illustration,Feb 18 2011,May 20 2011,90,"Gerlach, NV",$,4860,4000,82
1544,Outta Context,Conceptual Art,Apr 4 2011,May 19 2011,45,"Brooklyn, NY",$,3725,3000,75
1545,"Canine Portraits, 150 dog breed paintings in six months.",Painting,Dec 15 2010,Jan 14 2011,30,"Honokaa, HI",$,5125,5000,28
1546,Send Dave to the Melbourne Comedy Festival,Performance Art,Sep 19 2014,Oct 19 2014,30,"Los Angeles, CA",$,25190,15000,426
1547,Hot Sissy- Life Before Flashbulbs (Limited Edition Art Book),Mixed Media,Sep 4 2014,Oct 3 2014,29,"Santa Monica, CA",$,31740,10000,161
1548,Blue Duck,Art,Sep 25 2014,Oct 25 2014,30,"Maple Glen, PA",$.,1100,10,2
1549,"SELF-PORTRAITS Richmond, Va.",Public Art,Oct 28 2014,Nov 16 2014,19,"Richmond, VA",$,5295,4200,38
1550,Queer Dinosaur: Journey As Destination,Painting,Oct 20 2014,Nov 16 2014,26,"Sydney, AU",AU$,3595,3200,110
1551,Doug Fishbone's Peckham Ride: A Bespoke Bus Tour,Performance Art,Oct 23 2014,Nov 7 2014,15,"Peckham, UK",£,1374,1350,18
1552,Art Gallery on the Frozen Red River,Public Art,Nov 11 2014,Dec 11 2014,30,"Winnipeg, Canada",CA$,5021,5000,54
1553,Your Love is Wild,Painting,Nov 17 2014,Dec 2 2014,14,"Miami, FL",$,2498,1400,23
1554,Woolworth window Installation,Installations,Dec 11 2014,Dec 31 2014,19,"Tacoma, WA",$,980,850,19
1555,Share in Blow-Up-Dolls (stage 2)... A new exhibition!,Painting,Oct 7 2013,Nov 7 2013,31,"Hackney Wick, UK",£,1110,1000,24
1556,The Porch,Sculpture,Oct 5 2013,Nov 4 2013,30,"Washington, DC",$,3200,3000,53
1557,TELEPHONE - A Global Arts Experiment by Satellite Collective,Art,Oct 18 2013,Nov 17 2013,30,"New York, NY",$,6052,5500,105
1558,Towers!,Sculpture,Dec 19 2013,Jan 18 2014,30,"Seattle, WA",$,1088,1000,36
1559,"""The World is My Country""",Art,Dec 27 2013,Jan 26 2014,30,"St. Leonards, UK",£,3817,3000,99
1560,The 1 oz Silver Awaken Coin-Medallion,Sculpture,Dec 19 2013,Jan 18 2014,30,"Minneapolis, MN",$,3584,2400,24
1561,The 5th Annual Kids Art Show at College Street Gallery,Art,Jan 9 2014,Jan 31 2014,22,"Buffalo, NY",$,410,300,19
1562,VALISE II : COTE ATLANTIQUE,Art,Jul 24 2013,Aug 23 2013,30,"Paris, France",$,5560,5000,52
1563,How Many Mixed Media Pieces?,Art,Aug 1 2013,Aug 14 2013,13,"Lunenburg, MA",$,402,25,20
1564,The FIRST Little Free Library for New Brunswick,Public Art,Sep 9 2013,Oct 9 2013,30,"Upper Kent, Canada",CA$,485,350,31
1565,LAUNCH Black Balloon Editions,Art,Aug 25 2013,Sep 24 2013,30,"Cleveland, OH",$,5026,5000,62
1566,"BUBBLES OF HOPE by Andrey Bartenev, Dumbo Arts Festival",Performance Art,Aug 21 2013,Sep 30 2013,39,"DUMBO, Brooklyn, NY",$,3502,3500,53
1567,The Columbia Broadside Project,Art,Feb 3 2014,Mar 2 2014,26,"Columbia, SC",$,2615,2500,42
1568,With Conviction : Art and Letters From Behind Prison Walls,Public Art,Nov 15 2013,Dec 15 2013,30,"Sacramento, CA",$,1913,1800,44
1569,A Different Mirror: An Exhibition On Body Image,Art,Nov 21 2013,Dec 21 2013,30,"Brixton, UK",£,1351,1200,48
1570,The Night Watchman Project,Painting,Feb 19 2014,Apr 5 2014,45,"Kansas City, MO",$,456,395,11
1571,Bixi 909 Mutant Vehicle at Burning Man 2014,Public Art,Feb 25 2014,Apr 26 2014,60,"San Francisco, CA",$,16964,15000,155
1572,March to Elsewhere,Art,Mar 28 2014,Apr 1 2014,4,"Greensboro, NC",$,1726,700,18
1573,i Porter - my journey to Everest Base Camp as a porter,Mixed Media,Mar 12 2014,Apr 11 2014,30,"Kathmandu, Nepal",£,5015,3950,46
1574,Goldsmiths MFA Degree Show 2014,Art,Mar 10 2014,Apr 9 2014,30,"London, UK",£,3240,3000,137
1575,SAVEART!,Art,Apr 25 2014,Jun 5 2014,41,"Greater Manchester, UK",£,591,500,13
1576,NASCAR at the Valentine Richmond History Center,Public Art,Mar 12 2014,May 11 2014,60,"Richmond, VA",$,1201,1000,21
1577,Sketching the Landscape: Art and the Appalachian Trail,Art,Mar 5 2014,Apr 4 2014,30,"Maine, Caribou, ME",$,3401,1500,56
1578,LA Today: A Group Art Show,Art,Sep 27 2013,Oct 21 2013,23,"Los Angeles, CA",$,4542,4500,64
1579,Arts & Democracy: Artist in Residence at Pilotenkueche,Art,Aug 30 2013,Sep 20 2013,21,"Leipzig, Germany",$,3620,2811,102
1580,Bronzing the Silly Pink Bunny,Public Art,Sep 18 2013,Nov 2 2013,45,"San Francisco, CA",$,53253,50000,351
1581,AFLOAT,Mixed Media,Sep 10 2013,Oct 1 2013,21,"Baltimore, MD",$,6041,6000,115
1582,YGT presents SKIN,Mixed Media,Mar 7 2014,Apr 30 2014,54,"London, UK",£,3037,3000,46
1583,Draw Cool Sh*t: Sketchbook of Graeme McCormack Vol 1,Illustration,Apr 10 2016,May 1 2016,21,"Vancouver, Canada",CA$,3048,1300,85
1584,Zeus Meditation Deck,Art,Sep 1 2015,Oct 1 2015,30,"Sandy, UT",$,3048,2600,50
1585,"Art Lessons & Supplies in Kitui, Kenya",Art,Jul 29 2018,Aug 28 2018,30,"Madison, WI",$,1960,1500,29
1586,Emma's First Residency at the Vermont Studio Center,Painting,Jan 15 2014,Feb 14 2014,30,"Johnson, VT",$,2052,2000,42
1587,Rebuilding the West Michigan Glass Art Center,Art,Sep 23 2015,Oct 23 2015,30,"Kalamazoo, MI",$,14358,10000,85
1588,Illustration & Design Fundraiser (2018 graduating class),Illustration,Aug 1 2016,Aug 31 2016,30,"Montreal, Canada",CA$,1330,1000,34
1589,'Pay It Forward' enamel pin,Art,Feb 13 2017,Mar 20 2017,35,"Amsterdam, Netherlands",€,253,250,9
1590,52 ARTISTS 52 ACTIONS,Art,Mar 22 2017,May 5 2017,44,"Sydney, AU",AU$,31769,26000,132
1591,"Coal Comforts: A Climate Change Art ""Bakery""",Installations,Aug 29 2017,Sep 26 2017,28,"Brooklyn, NY",$,6335,3750,63
1592,Day of the Dead Homer Calavera Vinyl Stickers,Illustration,Feb 2 2015,Feb 11 2015,9,"Downey, CA",$,549,250,35
1593,Sun Boxes on Martha's Vineyard,Mixed Media,Aug 15 2011,Sep 14 2011,30,"West Tisbury, MA",$,5846,5000,154
1594,MALL WITCH by Snowy Wilderness & Wonder,Mixed Media,Aug 7 2012,Sep 6 2012,29,"New York, NY",$,3583,3500,80
1595,London Ontario Little Free Library,Public Art,Dec 17 2014,Feb 15 2015,60,"London, Canada",CA$,1500,500,75
1596,Museum Cultural & Community Center,Art,Sep 13 2009,Dec 11 2009,89,"New York, NY",$,11015,11000,69
1597,Woodblock prints from the North Atlantic Ocean,Art,Jul 5 2018,Aug 5 2018,30,"Oslo, Norway",NOK,38923,30000,39
1598,Taking Your Body Back,Art,Apr 8 2019,Apr 28 2019,20,"Richmond, VA",$,1357,950,46
1599,Leav,Art,Feb 5 2014,Mar 9 2014,31,"Minneapolis, MN",$,22459,22000,174
1600,friendship is a garden,Art,Dec 5 2018,Jan 1 2019,27,"Brooklyn, NY",$,500,500,15
1601,PV Monaco...a desert sailing experience at Burning Man,Art,Jun 19 2016,Jul 14 2016,25,"Alameda, CA",$,6099,5000,66
1602,"The Ballad of Yesterday, Today, and Tomorrow",Video Art,Mar 13 2019,Apr 27 2019,45,"Hudson, NY",$,2537,2500,34
1603,The Love Yo'Self Coloring Book,Art,Aug 4 2016,Sep 1 2016,28,"Portland, OR",$,6346,6000,99
1604,March of the Art Dolls!,Mixed Media,Oct 8 2013,Nov 7 2013,30,"Bowling Green, KY",$,742,600,16
1605,"""One of a Kind"" Handmade Creature Creations",Art,Nov 24 2014,Dec 24 2014,30,"Melbourne, AU",AU$,2589,1200,16
1606,MOTHER TONGUE,Mixed Media,Jun 14 2019,Jul 4 2019,20,"London, UK",£,1637,1500,46
1607,"'Oh, Hello Mayor!' Isabelle Enamel Pin",Illustration,Oct 18 2018,Nov 17 2018,30,"Manchester, UK",£,256,180,29
1608,Pastel Deer Hard Enamel Pin,Art,Jun 21 2018,Jul 21 2018,30,"Perth, AU",AU$,450,450,10
1609,"Ceramics studio in Ditmas Park, Brooklyn",Ceramics,Sep 10 2018,Oct 11 2018,31,"Brooklyn, NY",$,16361,12000,107
1610,The Lost Arcade - Enamel Pins,Mixed Media,Jan 15 2019,Feb 14 2019,30,"Calgary, Canada",CA$,541,541,12
1611,The Universe in Glass,Sculpture,Jun 15 2012,Jul 15 2012,30,"Cocoa, FL",$,640,500,8
1612,Restore Alfonso Iannelli's Guard Memorial,Sculpture,Sep 24 2013,Nov 23 2013,60,"Park Ridge, IL",$,17121,15000,163
1613,West Empire Studio: A Young Artist's Begining,Sculpture,Jul 31 2014,Aug 31 2014,31,"Houston, TX",$,3657,3500,16
1614,Build a Log Cabin!,Installations,Aug 26 2014,Sep 16 2014,21,"London, UK",£,2190,2000,23
1615,Tibbers Workshop's Clay Creations & Teapot Games,Sculpture,Jun 4 2017,Jul 3 2017,28,"Wakefield, UK",£,2762,2700,36
1616,IMAGINE Peace Now! Guns into Art Catalog,Mixed Media,Aug 5 2016,Sep 4 2016,30,"Boston, MA",$,55709,50000,316
1617,Made Me Come Undone – Limited Edition Print by Kim Myatt,Digital Art,Nov 5 2018,Nov 26 2018,21,"Nottingham, UK",£,798,600,14
1618,The Launch of Chicago's GALERIE F,Art,Apr 1 2012,May 31 2012,60,"Chicago, IL",$,15895,15000,133
1619,The Seafoam Palace – A Museum of Curiosity,Public Art,Jul 17 2014,Aug 15 2014,29,"Detroit, MI",$,23581,23000,250
1620,The Lifesize Mousetrap's 2011 tour powered by VEGETABLE OIL!,Sculpture,May 21 2011,Jun 20 2011,30,"San Francisco, CA",$,20530,20000,229
1621,TEMPT1 & EyeWriter = Art by Eyes,Art,Sep 4 2010,Oct 19 2010,45,"Brooklyn, NY",$,17996,15000,396
1622,DOOP: Dog Out Of Place,Public Art,Jul 3 2012,Jul 24 2012,21,"Portland, OR",$,2108,1972,73
1623,LANTERN FLY 5 COLOR ENAMEL PIN,Art,Nov 1 2017,Nov 8 2017,7,"Allentown, PA",$,180,180,10
1624,Common Picnic,Public Art,Apr 17 2015,May 1 2015,14,"New York, NY",$,4245,2500,64
1625,Pangolin Charm Pins,Art,Sep 12 2016,Oct 12 2016,30,"Salt Lake City, UT",$,1663,380,88
1626,1$ Stickers!,Illustration,Feb 26 2016,Mar 27 2016,30,"Montreal, Canada",CA$,543,300,54
1627,New Music Venue / Cafe-Library / Store!,Performance Art,Mar 26 2012,Apr 25 2012,30,"Minneapolis, MN",$,4670,1600,36
1628,Project USA,Art,Dec 4 2018,Jan 1 2019,27,"Cleveland, TN",$,1101,1000,27
1629,Greenspirit Arts RE-LAUNCH of Limited-Edition book project,Art,Feb 9 2011,Mar 20 2011,39,"Westport, NY",$,8940,8000,74
1630,Teaching the ancient Filipino script,Art,Aug 26 2011,Sep 25 2011,30,"San Francisco, CA",$,830,500,30
1631,Shack To-Hell-U-Ride: Burning Man Mutant Vehicle,Installations,Jul 18 2017,Aug 17 2017,30,"Black Rock City, NV",$,4000,4000,23
1632,1st Annual Brian Kesinger Christmas Ornament,Art,Dec 14 2017,Dec 15 2017,1,"Los Angeles, CA",$,9244,1000,59
1633,The Mt. Monadnock Labyrinth,Public Art,Sep 24 2018,Oct 24 2018,30,"Keene, NH",$,8506,8500,86
1634,The Mountain Plaza: Firing Stage!,Public Art,Aug 19 2012,Sep 30 2012,42,"Tokoname-shi, Japan",$,10301,10000,42
1635,“A time for everything” 2019 Calendar in Japanese & English,Illustration,Oct 10 2018,Nov 3 2018,23,"Tokyo, Japan",HK$,45658,45000,77
1636,Pier / Platforms in the Southwest,Public Art,Mar 15 2016,Apr 14 2016,30,"Desert, CA",CA$,5693,5000,69
